id,name,gender,presença_plenario,ausencia_justificada_plenario,ausencia_plenario,presenca_comissao,ausencia_justificada_comissao,ausencia_comissao,data_nascimento,salario_bruto,salario_bruto_par,quant_viagem,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par ,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab
164360,Carmen Zanotto (CIDADANIA-SC),F,92 dias,0 dias,0 dias,62 reuniões,0 reuniões,15 reuniões,06/10/1962,"R$ 33.763,00",,0,"
		                		
			                	R$ 239.861,51","R$ 15.385,24","R$ 28.801,18","R$ 31.514,98","R$ 30.373,86","R$ 35.066,26","R$ 31.040,14","R$ 26.674,03","R$ 14.544,84","R$ 11.885,29","R$ 14.575,69",,,,"101.754,20","102.247,05","101.219,81","102.930,96","102.930,96","101.603,76","86.458,75","91.918,18","92.236,93","97.802,61",0,0
209189,Joseildo Ramos (PT-BA),M,84 dias,3 dias,5 dias,33 reuniões,0 reuniões,2 reuniões,23/08/1957,"R$ 33.763,00",,0,"
		                		
			                	R$ 400.810,51","R$ 60.500,14","R$ 44.516,13","R$ 51.988,63","R$ 37.649,80","R$ 23.871,94","R$ 49.876,84","R$ 34.364,16","R$ 32.616,98","R$ 28.446,92","R$ 36.561,73","R$ 417,24",,,"110.975,34","111.192,49","111.192,49","111.134,29","111.501,09","111.538,26","111.538,26","111.538,26","111.538,26","111.430,66",0,0
204478,Vinicius Farah (UNIAO-RJ),M,47 dias,3 dias,18 dias,12 reuniões,5 reuniões,29 reuniões,21/06/1965,"R$ 33.763,00",,0,"
		                		
			                	R$ 204.118,87",,,,"R$ 8.158,18","R$ 63.507,53","R$ 16.857,35","R$ 26.990,19","R$ 4.635,32","R$ 3,53","R$ 83.285,68","R$ 681,09",,,"0,00","0,00","0,00","55.157,49","80.703,13","106.463,12","111.562,45","109.355,91","111.374,46","111.293,45",0,0
204496,Celso Sabino (UNIAO-PA),M,77 dias,6 dias,9 dias,28 reuniões,4 reuniões,13 reuniões,29/08/1978,"R$ 33.763,00",,,"
		                		
			                	R$ 350.349,09","R$ 35.687,11","R$ 41.271,47","R$ 41.719,51","R$ 35.533,17","R$ 53.029,49","R$ 42.929,38","R$ 37.781,33","R$ 16.249,92","R$ 14.266,05","R$ 31.829,16","R$ 52,50",,,"111.111,11","111.280,24","111.379,14","110.872,20","109.110,72","108.438,60","109.562,14","105.568,87","103.896,09","103.640,32",0,0
160552,Danrlei de Deus Hinterholz (PSD-RS),M,50 dias,7 dias,11 dias,17 reuniões,9 reuniões,27 reuniões,18/04/1973,"R$ 33.763,00",,0,"
		                		
			                	R$ 219.897,65",,,,"R$ 39.413,57","R$ 38.636,46","R$ 43.580,07","R$ 37.837,68","R$ 23.198,87","R$ 20.183,29","R$ 17.047,71",,,,"0,00","0,00","3.313,89","88.602,16","92.253,84","99.507,11","95.073,08","107.705,84","108.196,00","107.989,17",0,0
160575,Erika Kokay (PT-DF),F,90 dias,1 dias,1 dias,132 reuniões,1 reuniões,16 reuniões,15/08/1957,"R$ 33.763,00",,0,"
		                		
			                	R$ 220.065,03","R$ 21.175,36","R$ 26.961,36","R$ 57.030,55","R$ 8.623,76","R$ 69.810,79","R$ 1.267,02","R$ 375,92","R$ 393,19","R$ 354,58","R$ 33.212,46","R$ 860,04",,,"106.905,18","108.909,18","111.417,57","111.495,83","111.623,02","111.495,84","110.449,20","109.666,70","111.532,23","111.473,53",0,0
178836,Alan Rick (UNIAO-AC),M,68 dias,4 dias,3 dias,25 reuniões,4 reuniões,6 reuniões,23/10/1976,"R$ 33.763,00",,0,"
		                		
			                	R$ 260.266,82","R$ 25.341,00","R$ 49.605,50","R$ 42.101,87","R$ 52.911,63","R$ 58.520,65","R$ 22.071,70","R$ 9.714,47",,,,,,,"101.892,42","102.534,86","102.426,62","104.157,16","111.523,01","109.314,55","111.605,00","111.605,00","111.605,00","111.605,00",0,0
141552,Valtenir Pereira (MDB-MT),M,59 dias,0 dias,4 dias,20 reuniões,0 reuniões,6 reuniões,24/11/1971,"R$ 33.763,00",,0,"
		                		
			                	R$ 162.454,34",,,"R$ 42.692,84","R$ 24.342,23","R$ 60.745,14","R$ 29.585,86","R$ 5.061,17","R$ 27,10",,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0
160591,Vinicius Gurgel (PL-AP),M,32 dias,13 dias,1 dias,0 reuniões,0 reuniões,0 reuniões,31/07/1978,"R$ 33.763,00",,0,"
		                		
			                	R$ 207.293,78",,,,,"R$ 27.860,89","R$ 74.759,58","R$ 9.106,36","R$ 3.134,52","R$ 92.432,43",,,,,"111.591,45","109.989,76","111.309,17","110.968,50","111.348,86","111.421,80","111.384,30","111.659,61","110.967,48","111.289,77",0,0
74419,Gonzaga Patriota (PSB-PE),M,80 dias,6 dias,6 dias,28 reuniões,7 reuniões,25 reuniões,26/04/1946,"R$ 33.763,00",,0,"
		                		
			                	R$ 380.155,21","R$ 23.321,92","R$ 41.059,43","R$ 47.372,68","R$ 37.071,52","R$ 47.392,53","R$ 33.365,05","R$ 14.810,82","R$ 24.895,76","R$ 15.356,60","R$ 28.298,48","R$ 67.210,42",,,"111.537,98","111.533,39","111.580,83","111.580,83","111.580,83","111.580,83","111.580,83","111.580,83","111.580,83","111.580,83",0,0
67138,Iracema Portella (PP-PI),F,35 dias,0 dias,4 dias,0 reuniões,0 reuniões,0 reuniões,23/04/1966,"R$ 33.763,00",,0,"
		                		
			                	R$ 160.103,58","R$ 33.126,14","R$ 37.905,45","R$ 54.717,25","-R$ 799,73",,,,"R$ 17.561,17","R$ 8.098,80","R$ 9.441,57","R$ 52,93",,,"111.653,55","110.382,33","111.176,32","111.235,02","111.235,02","111.235,02","111.235,02","111.235,02","111.304,78","111.653,55",0,0
74253,Julio Lopes (PP-RJ),M,21 dias,0 dias,3 dias,2 reuniões,0 reuniões,0 reuniões,06/04/1959,"R$ 33.763,00",,,"
		                		
			                	R$ 101.519,93","R$ 28.182,30","R$ 30.185,34","R$ 43.152,29",,,,,,,,,,,"111.586,95","102.452,69","109.413,45",0,0,0,0,0,0,0,0,0
204468,Joenia Wapichana (REDE-RR),F,83 dias,9 dias,0 dias,98 reuniões,12 reuniões,15 reuniões,20/04/1973,"R$ 33.763,00",,,"
		                		
			                	R$ 407.650,81","R$ 36.130,43","R$ 59.868,30","R$ 85.352,21","R$ 48.106,28","R$ 35.824,32","R$ 43.428,93","R$ 39.248,21","R$ 28.261,77","R$ 13.771,27","R$ 16.656,80","R$ 1.002,29",,,"91.545,36","93.767,62","92.129,06","80.310,66","79.164,66","97.275,18","102.548,82","99.850,50","95.697,66","96.608,80",0,0
141439,Chico D'Angelo (PDT-RJ),M,83 dias,3 dias,6 dias,31 reuniões,2 reuniões,34 reuniões,11/02/1953,"R$ 33.763,00",,0,"
		                		
			                	R$ 284.234,89","R$ 31.896,36","R$ 27.273,29","R$ 30.877,95","R$ 43.620,43","R$ 41.207,47","R$ 32.636,24","R$ 30.772,24","R$ 20.679,40","R$ 17.903,83","R$ 6.817,68","R$ 550,00",,,"111.574,71","111.574,71","110.060,41","111.423,07","111.423,07","111.423,07","111.423,07","111.423,07","111.423,07","111.481,37",0,0
178910,Joaquim Passarinho (PL-PA),M,89 dias,0 dias,3 dias,37 reuniões,0 reuniões,13 reuniões,02/12/1961,"R$ 33.763,00",,0,"
		                		
			                	R$ 332.736,56","R$ 20.962,68","R$ 43.768,00","R$ 39.826,25","R$ 46.392,92","R$ 45.463,51","R$ 48.815,98","R$ 25.553,46","R$ 17.994,06","R$ 32.097,09","R$ 11.810,70","R$ 51,91",,,"106.679,58","107.391,23","106.202,92","105.142,90","105.769,70","107.819,94","107.776,52","102.888,45","102.063,71","105.083,70",0,0
160604,Pedro Uczai (PT-SC),M,82 dias,9 dias,1 dias,48 reuniões,12 reuniões,31 reuniões,10/03/1963,"R$ 33.763,00",,0,"
		                		
			                	R$ 311.583,40","R$ 32.367,32","R$ 27.996,85","R$ 29.187,49","R$ 18.046,24","R$ 52.327,88","R$ 47.932,03","R$ 39.574,89","R$ 34.048,81","R$ 9.759,62","R$ 19.368,58","R$ 973,69",,,"111.168,36","111.574,57","111.623,31","111.623,31","111.395,97","110.426,54","111.623,30","111.623,30","111.623,30","111.623,30",0,0
73808,Sérgio Brito (PSD-BA),M,69 dias,10 dias,13 dias,6 reuniões,4 reuniões,20 reuniões,08/06/1961,"R$ 33.763,00",,0,"
		                		
			                	R$ 350.373,14","R$ 45.663,60","R$ 42.654,52","R$ 52.570,85","R$ 42.077,69","R$ 38.621,82","R$ 34.830,22","R$ 44.740,63","R$ 15.255,91","R$ 11.831,58","R$ 20.879,61","R$ 1.246,71",,,"111.512,47","111.637,96","111.607,20","111.538,25","111.538,25","111.179,96","111.280,54","111.378,74","111.647,19","110.850,06",0,0
132504,Enio Verri (PT-PR),M,89 dias,2 dias,1 dias,32 reuniões,0 reuniões,4 reuniões,27/03/1961,"R$ 33.763,00",,0,"
		                		
			                	R$ 350.522,15","R$ 38.190,58","R$ 37.467,64","R$ 68.879,63","R$ 38.986,43","R$ 43.960,07","R$ 29.704,02","R$ 25.886,97","R$ 22.258,37","R$ 24.764,98","R$ 20.363,46","R$ 60,00",,,"111.398,83","111.398,83","111.398,83","110.220,44","110.749,59","110.538,29","111.455,18","110.876,18","111.665,72","111.665,72",0,0
204370,Célio Moura (PT-TO),M,88 dias,0 dias,4 dias,55 reuniões,0 reuniões,34 reuniões,13/08/1953,"R$ 33.763,00",,0,"
		                		
			                	R$ 434.157,96","R$ 31.534,98","R$ 24.693,74","R$ 51.336,16","R$ 56.438,80","R$ 65.154,84","R$ 58.388,47","R$ 36.339,51","R$ 45.541,60","R$ 25.615,39","R$ 35.259,62","R$ 3.854,85",,,"111.544,38","111.544,38","111.544,38","111.544,38","111.544,38","111.544,38","111.544,38","111.544,38","111.544,38","111.544,38",0,0
160569,Waldenor Pereira (PT-BA),M,84 dias,8 dias,0 dias,32 reuniões,2 reuniões,18 reuniões,08/03/1954,"R$ 33.763,00",,0,"
		                		
			                	R$ 275.571,31","R$ 28.566,62","R$ 43.501,52","R$ 49.667,48","R$ 41.518,06","R$ 42.594,78","R$ 26.126,51","R$ 17.743,64","R$ 6.816,73","R$ 7.094,89","R$ 11.213,89","R$ 727,19",,,"111.659,64","111.659,64","111.659,64","110.105,78","110.466,03","110.331,21","110.331,21","110.331,21","110.331,21","110.331,21",0,0
178962,Carlos Gomes (REPUBLICANOS-RS),M,92 dias,0 dias,0 dias,21 reuniões,2 reuniões,4 reuniões,13/06/1972,"R$ 33.763,00",,0,"
		                		
			                	R$ 273.109,72","R$ 18.748,87","R$ 25.578,63","R$ 34.691,71","R$ 31.224,22","R$ 55.517,35","R$ 34.811,05","R$ 23.121,54","R$ 21.226,21","R$ 9.739,25","R$ 16.929,54","R$ 1.521,35",,,"92.948,89","99.271,45","96.032,28","98.637,08","102.490,61","102.621,52","102.621,52","104.715,99","106.679,56","106.679,56",0,0
160632,Zé Silva (SOLIDARIEDADE-MG),M,81 dias,4 dias,7 dias,46 reuniões,6 reuniões,42 reuniões,11/05/1963,"R$ 33.763,00",,,"
		                		
			                	R$ 272.952,50","R$ 13.589,72","R$ 23.281,74","R$ 58.030,74","R$ 45.654,35","R$ 51.011,56","R$ 24.752,96","R$ 20.633,31","R$ 16.662,24","R$ 7.130,92","R$ 12.197,76","R$ 7,20",,,"108.014,11","108.014,11","107.883,21","103.238,92","108.831,65","109.953,60","109.039,66","111.653,63","111.653,63","110.576,65",0,0
74317,Júlio Cesar (PSD-PI),M,86 dias,4 dias,2 dias,29 reuniões,1 reuniões,2 reuniões,25/08/1948,"R$ 33.763,00",,0,"
		                		
			                	R$ 336.363,06","R$ 48.212,84","R$ 33.482,83","R$ 56.838,12","R$ 35.813,07","R$ 40.211,43","R$ 44.250,16","R$ 29.186,93","R$ 16.972,21","R$ 8.076,85","R$ 23.318,62",,,,"111.538,26","111.538,26","111.538,26","111.538,26","111.538,26","111.501,88","111.501,88","111.161,80","111.501,88","111.191,15",0,0
204451,Delegado Antônio Furtado (UNIAO-RJ),M,90 dias,1 dias,1 dias,73 reuniões,6 reuniões,19 reuniões,06/01/1972,"R$ 33.763,00",,0,"
		                		
			                	R$ 288.816,41","R$ 34.263,89","R$ 43.088,49","R$ 42.959,20","R$ 32.920,98","R$ 47.359,21","R$ 16.303,12","R$ 19.852,22","R$ 12.243,23","R$ 8.092,66","R$ 27.244,72","R$ 4.488,69",,,"110.967,56","111.125,87","111.617,20","111.617,20","111.617,20","111.623,07","111.653,61","111.653,61","111.653,61","111.653,61",0,0
204353,Aline Gurgel (REPUBLICANOS-AP),F,78 dias,11 dias,3 dias,16 reuniões,7 reuniões,27 reuniões,25/11/1980,"R$ 33.763,00",,0,"
		                		
			                	R$ 425.828,00","R$ 42.916,79","R$ 55.902,66","R$ 41.953,93","R$ 40.253,23","R$ 74.755,05","R$ 10.460,16","R$ 40.552,36","R$ 44.238,07","R$ 50.064,19","R$ 24.731,56",,,,"111.429,18","111.160,99","111.429,20","111.429,20","111.429,20","111.429,20","111.429,20","111.429,20","109.688,29","108.621,49",0,0
204464,Talíria Petrone (PSOL-RJ),F,76 dias,14 dias,2 dias,27 reuniões,19 reuniões,32 reuniões,09/04/1985,"R$ 33.763,00",,0,"
		                		
			                	R$ 273.733,18","R$ 35.801,22","R$ 32.189,96","R$ 31.865,89","R$ 45.403,28","R$ 29.413,08","R$ 37.323,98","R$ 24.098,94","R$ 23.355,39","R$ 10.439,80","R$ 3.279,24","R$ 562,40",,,"111.647,51","111.647,51","111.647,51","111.555,29","111.584,31","111.647,53","111.647,53","110.216,76","111.417,00","111.276,31",0,0
204571,Alex Santana (REPUBLICANOS-BA),M,79 dias,8 dias,5 dias,11 reuniões,5 reuniões,10 reuniões,22/06/1972,"R$ 33.763,00",,0,"
		                		
			                	R$ 351.477,62","R$ 36.828,58","R$ 40.726,95","R$ 45.254,75","R$ 45.428,67","R$ 30.562,91","R$ 32.839,29","R$ 36.321,00","R$ 33.993,98","R$ 23.336,07","R$ 26.043,82","R$ 141,60",,,"110.321,85","111.060,20","110.244,74","111.574,72","111.574,72","111.574,72","111.574,72","111.574,72","111.574,72","111.574,72",0,0
162332,Luiz Nishimori (PSD-PR),M,70 dias,19 dias,3 dias,19 reuniões,6 reuniões,7 reuniões,09/04/1949,"R$ 33.763,00",,0,"
		                		
			                	R$ 330.074,38","R$ 26.662,66","R$ 40.716,70","R$ 40.962,20","R$ 48.292,97","R$ 35.368,39","R$ 19.045,34","R$ 23.509,88","R$ 23.445,46","R$ 13.016,89","R$ 59.053,89",,,,"110.729,39","107.428,89","110.412,97","111.629,27","111.629,27","111.629,27","111.629,27","111.586,42","111.629,27","111.629,27",0,0
74400,Paulo Pimenta (PT-RS),M,84 dias,8 dias,0 dias,2 reuniões,3 reuniões,18 reuniões,19/03/1965,"R$ 33.763,00",,0,"
		                		
			                	R$ 313.815,81","R$ 41.686,99","R$ 42.323,66","R$ 49.222,99","R$ 42.354,53","R$ 32.901,03","R$ 24.113,63","R$ 31.686,30","R$ 12.308,50","R$ 7.348,04","R$ 29.691,83","R$ 178,31",,,"111.354,73","111.252,94","111.313,04","111.544,32","111.544,32","111.544,32","111.544,32","111.501,47","111.544,32","111.544,32",0,0
204482,Euclydes Pettersen (PSC-MG),M,77 dias,14 dias,1 dias,6 reuniões,6 reuniões,13 reuniões,15/08/1984,"R$ 33.763,00",,,"
		                		
			                	R$ 239.749,55","R$ 39.458,55","R$ 34.224,98","R$ 28.593,33","R$ 36.303,64","R$ 35.945,83","R$ 21.880,35","R$ 11.556,55","R$ 10.510,19","R$ 6.865,31","R$ 11.508,98","R$ 2.901,84",,,"101.942,13","110.241,46","111.623,19","111.623,22","111.623,22","110.951,73","109.856,30","110.901,19","111.623,22","111.623,22",0,0
204378,Coronel Chrisóstomo (PL-RO),M,89 dias,0 dias,3 dias,68 reuniões,0 reuniões,35 reuniões,23/06/1959,"R$ 33.763,00",,0,"
		                		
			                	R$ 368.241,44","R$ 43.569,56","R$ 50.409,86","R$ 41.654,50","R$ 41.798,47","R$ 49.488,53","R$ 35.493,95","R$ 36.213,06","R$ 25.552,93","R$ 16.022,94","R$ 27.543,32","R$ 494,32",,,"107.323,44","106.208,72","102.467,86","107.196,50","98.159,34","108.000,77","107.946,98","108.363,78","109.587,98","109.307,85",0,0
217480,Jones Moura (PSD-RJ),M,91 dias,0 dias,1 dias,92 reuniões,0 reuniões,1 reuniões,16/06/1974,"R$ 33.763,00",,0,"
		                		
			                	R$ 336.742,74","R$ 39.207,07","R$ 43.213,66","R$ 40.080,52","R$ 42.744,36","R$ 46.141,90","R$ 29.371,00","R$ 26.794,21","R$ 27.790,75","R$ 20.798,85","R$ 20.121,73","R$ 478,69",,,"111.463,14","109.618,90","108.207,79","111.137,96","111.580,76","111.580,76","111.359,03","110.121,60","110.743,64","111.506,77",0,0
178889,Zé Carlos (PT-MA),M,77 dias,15 dias,0 dias,1 reuniões,0 reuniões,0 reuniões,26/05/1955,"R$ 33.763,00",,,"
		                		
			                	R$ 382.926,48","R$ 34.876,44","R$ 34.076,57","R$ 52.451,67","R$ 56.019,27","R$ 49.235,77","R$ 38.194,51","R$ 39.063,35","R$ 26.889,26","R$ 23.042,46","R$ 27.389,17","R$ 1.688,01",,,"111.046,99","111.046,99","111.103,15","106.832,08","111.043,48","110.100,74","111.389,82","109.743,83","107.342,40","110.590,73",0,0
160518,Weliton Prado (PROS-MG),M,90 dias,2 dias,0 dias,96 reuniões,8 reuniões,23 reuniões,24/08/1975,"R$ 33.763,00",,,"
		                		
			                	R$ 218.144,01","R$ 45.629,83","R$ 47.215,79","R$ 40.736,30","R$ 43.865,45","R$ 23.458,59","R$ 9.586,59","R$ 1.947,66","R$ 5.313,92","R$ 389,88",,,,,"103.167,75","108.917,52","111.253,88","110.595,57","111.288,73","111.345,91","110.034,83","111.544,46","111.082,65","111.571,47",0,0
178895,Misael Varella (PSD-MG),M,72 dias,16 dias,4 dias,2 reuniões,2 reuniões,9 reuniões,27/11/1959,"R$ 33.763,00",,0,"
		                		
			                	R$ 299.785,19","R$ 40.550,65","R$ 28.772,67","R$ 40.433,83","R$ 36.515,71","R$ 55.694,58","R$ 22.863,70","R$ 26.098,84","R$ 9.549,21","R$ 6.139,63","R$ 32.867,48","R$ 298,89",,,"111.649,87","111.538,32","111.538,32","111.538,32","111.538,32","111.538,32","111.538,32","111.538,32","111.463,71","109.877,65",0,0
204372,Julio Cesar Ribeiro (REPUBLICANOS-DF),M,87 dias,2 dias,3 dias,60 reuniões,6 reuniões,6 reuniões,24/02/1975,"R$ 33.763,00",,,"
		                		
			                	R$ 264.972,41","R$ 26.890,10","R$ 28.619,85","R$ 35.118,26","R$ 31.477,20","R$ 38.418,47","R$ 33.269,13","R$ 13.143,92","R$ 14.635,22","R$ 24.623,70","R$ 18.776,56",,,,"110.759,02","105.263,07","106.792,55","108.795,61","111.223,92","109.230,11","110.628,48","110.962,29","111.235,06","109.124,74",0,0
204361,Carlos Chiodini (MDB-SC),M,85 dias,4 dias,3 dias,25 reuniões,6 reuniões,8 reuniões,08/03/1982,"R$ 33.763,00",,,"
		                		
			                	R$ 264.102,62","R$ 21.142,87","R$ 33.080,35","R$ 34.458,92","R$ 35.659,60","R$ 28.696,29","R$ 31.410,11","R$ 38.827,88","R$ 16.920,33","R$ 11.149,03","R$ 11.990,98","R$ 766,26",,,"110.052,14","109.597,20","107.219,44","108.994,73","109.943,02","110.230,95","107.098,15","107.098,15","107.098,15","110.896,73",0,0
160976,Tiririca (PL-SP),M,69 dias,21 dias,2 dias,4 reuniões,8 reuniões,8 reuniões,01/05/1965,"R$ 33.763,00",,0,"
		                		
			                	R$ 193.770,82","R$ 10.744,18","R$ 20.999,68","R$ 20.819,91","R$ 22.736,94","R$ 28.371,73","R$ 25.748,36","R$ 27.555,21","R$ 15.056,32","R$ 13.606,42","R$ 8.132,07",,,,"111.143,93","111.143,93","111.048,44","111.598,88","111.598,88","111.598,88","111.598,88","105.364,04","104.696,02","104.696,02",0,0
178945,Rosangela Gomes (REPUBLICANOS-RJ),F,77 dias,15 dias,0 dias,2 reuniões,0 reuniões,0 reuniões,27/12/1966,"R$ 33.763,00",,,"
		                		
			                	R$ 332.169,14","R$ 35.619,36","R$ 53.038,08","R$ 41.099,12","R$ 30.910,68","R$ 40.356,20","R$ 24.832,33","R$ 27.594,88","R$ 28.932,93","R$ 13.329,32","R$ 36.267,03","R$ 189,21",,,"111.495,87","111.495,87","111.495,87","111.495,87","111.495,87","111.495,87","111.495,87","111.495,87","111.495,87","111.495,87",0,0
204508,Igor Timo (PODE-MG),M,66 dias,26 dias,0 dias,11 reuniões,43 reuniões,45 reuniões,10/04/1982,"R$ 33.763,00",,0,"
		                		
			                	R$ 347.199,66","R$ 39.539,79","R$ 27.245,24","R$ 44.896,89","R$ 36.210,36","R$ 42.035,07","R$ 47.992,28","R$ 40.316,60","R$ 27.926,23","R$ 36.466,38","R$ 4.570,82",,,,"100.770,34","99.249,86","103.501,12","104.223,95","94.487,29","94.580,72","97.221,03","100.459,19","109.802,31","110.727,69",0,0
204390,Professor Alcides (PL-GO),M,85 dias,0 dias,7 dias,37 reuniões,0 reuniões,24 reuniões,25/10/1953,"R$ 33.763,00",,0,"
		                		
			                	R$ 341.806,61","R$ 33.108,61","R$ 33.113,89","R$ 48.105,19","R$ 48.107,00","R$ 48.112,75","R$ 33.107,36","R$ 36.344,43","R$ 15.569,34","R$ 12.097,38","R$ 31.074,94","R$ 3.065,72",,,"111.586,87","111.586,87","110.799,10","108.381,81","111.671,93","110.344,32","111.671,93","111.029,15","110.343,52","110.343,52",0,0
178953,Expedito Netto (PSD-RO),M,82 dias,9 dias,1 dias,2 reuniões,3 reuniões,16 reuniões,05/10/1988,"R$ 33.763,00",,0,"
		                		
			                	R$ 222.912,39","R$ 14.767,54","R$ 30.093,83","R$ 33.348,33","R$ 30.510,09","R$ 25.416,15","R$ 18.925,02","R$ 27.570,19","R$ 12.641,28","R$ 1.388,85","R$ 26.729,31","R$ 1.521,80",,,"111.544,33","111.544,33","111.544,33","111.529,16","111.539,45","111.100,52","109.785,83","109.894,82","110.132,19","100.766,33",0,0
141531,Rodrigo de Castro (UNIAO-MG),M,85 dias,4 dias,3 dias,19 reuniões,4 reuniões,24 reuniões,15/07/1971,"R$ 33.763,00",,0,"
		                		
			                	R$ 310.220,15","R$ 29.116,39","R$ 40.257,88","R$ 39.793,79","R$ 42.822,40","R$ 46.598,49","R$ 40.201,06","R$ 31.887,58","R$ 7.204,14","R$ 7.391,07","R$ 23.409,79","R$ 1.537,56",,,"110.306,95","110.306,95","110.761,50","111.635,37","111.520,32","107.830,91","100.648,62","97.447,42","96.783,22","96.743,20",0,0
92346,Eduardo Bolsonaro (PL-SP),M,76 dias,14 dias,2 dias,27 reuniões,6 reuniões,12 reuniões,10/07/1984,"R$ 33.763,00",,"
                                            ","
		                		
			                	R$ 290.688,80","R$ 19.129,11","R$ 45.801,56","R$ 20.862,74","R$ 34.033,24","R$ 20.812,35","R$ 36.151,56","R$ 54.678,40","R$ 29.120,22","R$ 20.452,30","R$ 9.195,67","R$ 451,65",,,"111.598,86","111.533,88","111.447,23","111.308,14","109.360,58","109.301,13","107.577,22","107.577,22","108.466,86","110.003,51",0,0
204558,Marcelo Nilo (REPUBLICANOS-BA),M,80 dias,6 dias,6 dias,13 reuniões,2 reuniões,0 reuniões,26/04/1955,"R$ 33.763,00",,0,"
		                		
			                	R$ 368.635,59","R$ 61.106,10","R$ 34.937,85","R$ 36.268,18","R$ 40.958,43","R$ 35.389,33","R$ 43.742,38","R$ 26.510,69","R$ 33.743,64","R$ 26.004,96","R$ 25.512,62","R$ 4.461,41",,,"111.617,25","111.617,25","111.617,25","111.617,25","111.617,25","111.617,25","111.617,25","111.617,25","111.617,25","111.617,25",0,0
